score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS001550,0.87146529562982,339,389,0,0,Volume of grey matter in Cingulate Gyrus  anterior division (L),EFO_0005420
PGS001551,0.8278688524590164,202,244,0,0,Volume of grey matter in Cingulate Gyrus  anterior division (R),EFO_0005420
PGS001552,0.8803680981595092,574,652,0,0,Volume of grey matter in Cingulate Gyrus  posterior division (R),EFO_0005420
PGS001553,0.9160691691269507,2172,2371,0,0,Volume of grey matter in Crus I Cerebellum (R),EFO_0005420
PGS001554,0.9215891270256142,1763,1913,0,0,Volume of grey matter in Crus II Cerebellum (L),EFO_0005420
PGS001555,0.9334661354581674,2343,2510,0,0,Volume of grey matter in Crus II Cerebellum (R),EFO_0005420
PGS001556,0.9075268817204301,844,930,0,0,Volume of grey matter in Cuneal Cortex (R),EFO_0005420
PGS001557,0.8967661691542289,721,804,0,0,Volume of grey matter in Frontal Operculum Cortex (L),EFO_0005420
PGS001558,0.8983050847457628,742,826,0,0,Volume of grey matter in Frontal Orbital Cortex (L),EFO_0005420
PGS001559,0.8885135135135135,526,592,0,0,Volume of grey matter in Frontal Orbital Cortex (R),EFO_0005420
PGS001560,0.9185344827586207,2131,2320,0,0,Volume of grey matter in Frontal Pole (L),EFO_0005420
PGS001561,0.9133416458852868,1465,1604,0,0,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (L),EFO_0005420
PGS001562,0.9133858267716536,1392,1524,0,0,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (R),EFO_0005420
PGS001563,0.9152067274001402,1306,1427,0,0,Volume of grey matter in Hippocampus (L),EFO_0005420
PGS001564,0.9214071856287425,1231,1336,0,0,Volume of grey matter in Hippocampus (R),EFO_0005420
PGS001565,0.8929032258064517,692,775,0,0,Volume of grey matter in I-IV Cerebellum (L),EFO_0005420
PGS001566,0.8970588235294118,549,612,0,0,Volume of grey matter in I-IV Cerebellum (R),EFO_0005420
PGS001567,0.8981348637015782,626,697,0,0,Volume of grey matter in Inferior Frontal Gyrus  pars triangularis (R),EFO_0005420
PGS001568,0.9097222222222222,262,288,0,0,Volume of grey matter in Inferior Temporal Gyrus  posterior division (L),EFO_0005420
PGS001569,0.9124839124839125,1418,1554,0,0,Volume of grey matter in Insular Cortex (L),EFO_0005420
PGS001570,0.9172161172161172,1252,1365,0,0,Volume of grey matter in Insular Cortex (R),EFO_0005420
PGS001571,0.928395061728395,1880,2025,0,0,Volume of grey matter in Intracalcarine Cortex (L),EFO_0005420
PGS001572,0.8995983935742972,1120,1245,0,0,Volume of grey matter in IX Cerebellum (L),EFO_0005420
PGS001573,0.9158215010141988,1806,1972,0,0,Volume of grey matter in IX Cerebellum (R),EFO_0005420
PGS001574,0.908541846419327,1053,1159,0,0,Volume of grey matter in Lateral Occipital Cortex  inferior division (R),EFO_0005420
PGS001575,0.8984509466437177,522,581,0,0,Volume of grey matter in Lateral Occipital Cortex  superior division (R),EFO_0005420
PGS001576,0.9014084507042254,704,781,0,0,Volume of grey matter in Lingual Gyrus (R),EFO_0005420
PGS001577,0.9051490514905149,334,369,0,0,Volume of grey matter in Middle Frontal Gyrus (L),EFO_0005420
PGS001578,0.8895705521472392,435,489,0,0,Volume of grey matter in Middle Frontal Gyrus (R),EFO_0005420
PGS001579,0.9024163568773235,971,1076,0,0,Volume of grey matter in Middle Temporal Gyrus  posterior division (R),EFO_0005420
PGS001580,0.8765957446808511,206,235,0,0,Volume of grey matter in Occipital Fusiform Gyrus (L),EFO_0005420
PGS001581,0.905940594059406,1464,1616,0,0,Volume of grey matter in Occipital Pole (R),EFO_0005420
PGS001582,0.903448275862069,131,145,0,0,Volume of grey matter in Paracingulate Gyrus (R),EFO_0005420
PGS001583,0.910092807424594,1569,1724,0,0,Volume of grey matter in Parahippocampal Gyrus  anterior division (L),EFO_0005420
PGS001584,0.9048,1131,1250,0,0,Volume of grey matter in Parahippocampal Gyrus  anterior division (R),EFO_0005420
PGS001585,0.9214285714285714,1032,1120,0,0,Volume of grey matter in Parahippocampal Gyrus  posterior division (L),EFO_0005420
PGS001586,0.9165120593692022,988,1078,0,0,Volume of grey matter in Parahippocampal Gyrus  posterior division (R),EFO_0005420
PGS001587,0.9164133738601824,1206,1316,0,0,Volume of grey matter in Planum Polare (L),EFO_0005420
PGS001588,0.9271991911021233,917,989,0,0,Volume of grey matter in Planum Polare (R),EFO_0005420
PGS001589,0.912332838038633,1842,2019,0,0,Volume of grey matter in Planum Temporale (L),EFO_0005420
PGS001590,0.9025157232704403,287,318,0,0,Volume of grey matter in Precentral Gyrus (L),EFO_0005420
PGS001591,0.9131386861313868,1251,1370,0,0,Volume of grey matter in Precentral Gyrus (R),EFO_0005420
PGS001592,0.9152930402930403,1999,2184,0,0,Volume of grey matter in Precuneous Cortex (L),EFO_0005420
PGS001593,0.8686131386861314,238,274,0,0,Volume of grey matter in Putamen (L),EFO_0005420
PGS001594,0.8807829181494662,495,562,0,0,Volume of grey matter in Putamen (R),EFO_0005420
PGS001595,0.916582406471183,1813,1978,0,0,Volume of grey matter in Subcallosal Cortex (L),EFO_0005420
PGS001596,0.9156378600823045,1335,1458,0,0,Volume of grey matter in Subcallosal Cortex (R),EFO_0005420
PGS001597,0.9084842707340324,953,1049,0,0,Volume of grey matter in Superior Frontal Gyrus (L),EFO_0006516
PGS001598,0.8,4,5,0,0,Volume of grey matter in Superior Frontal Gyrus (R),EFO_0006516
PGS001599,0.8887362637362637,647,728,0,0,Volume of grey matter in Superior Temporal Gyrus  anterior division (L),EFO_0005420
PGS001600,0.8867924528301887,470,530,0,0,Volume of grey matter in Superior Temporal Gyrus  posterior division (L),EFO_0005420
PGS001601,0.9035874439461884,403,446,0,0,Volume of grey matter in Supracalcarine Cortex (L),EFO_0005420
PGS001602,0.920303605313093,485,527,0,0,Volume of grey matter in Supracalcarine Cortex (R),EFO_0005420
PGS001603,0.9090909090909091,240,264,0,0,Volume of grey matter in Temporal Fusiform Cortex  anterior division (L),EFO_0005420
PGS001604,0.9249836921069797,1418,1533,0,0,Volume of grey matter in Temporal Fusiform Cortex  posterior division (L),EFO_0005420
PGS001605,0.9225984796129924,1335,1447,0,0,Volume of grey matter in Temporal Fusiform Cortex  posterior division (R),EFO_0005420
PGS001606,0.9033333333333333,1084,1200,0,0,Volume of grey matter in Temporal Pole (L),EFO_0005420
PGS001607,0.9063414634146342,929,1025,0,0,Volume of grey matter in Temporal Pole (R),EFO_0005420
PGS001608,0.9238437001594896,2317,2508,0,0,Volume of grey matter in Thalamus (L),EFO_0005420
PGS001609,0.911864406779661,807,885,0,0,Volume of grey matter in Thalamus (R),EFO_0005420
PGS001610,0.9064070351758794,1443,1592,0,0,Volume of grey matter in V Cerebellum (L),EFO_0005420
PGS001611,0.8858695652173914,163,184,0,0,Volume of grey matter in V Cerebellum (R),EFO_0005420
PGS001612,0.8951965065502183,615,687,0,0,Volume of grey matter in Ventral Striatum (L),EFO_0005420
PGS001613,0.8642533936651584,191,221,0,0,Volume of grey matter in Ventral Striatum (R),EFO_0005420
PGS001614,0.9139784946236559,765,837,0,0,Volume of grey matter in Vermis Crus II Cerebellum,EFO_0005420
PGS001615,0.9035792549306063,1237,1369,0,0,Volume of grey matter in Vermis IX Cerebellum,EFO_0005420
PGS001616,0.8921568627450981,546,612,0,0,Volume of grey matter in Vermis VI Cerebellum,EFO_0005420
PGS001617,0.9108635097493036,654,718,0,0,Volume of grey matter in Vermis VIIb Cerebellum,EFO_0005420
PGS001618,0.8994845360824743,698,776,0,0,Volume of grey matter in Vermis VIIIa Cerebellum,EFO_0005420
PGS001619,0.9086638830897703,1741,1916,0,0,Volume of grey matter in Vermis VIIIb Cerebellum,EFO_0005420
PGS001620,0.8820754716981132,561,636,0,0,Volume of grey matter in Vermis X Cerebellum,EFO_0005420
PGS001621,0.8968957871396895,809,902,0,0,Volume of grey matter in VI Cerebellum (L),EFO_0005420
PGS001622,0.9161793372319688,470,513,0,0,Volume of grey matter in VI Cerebellum (R),EFO_0005420
PGS001623,0.9060092449922958,588,649,0,0,Volume of grey matter in VIIb Cerebellum (L),EFO_0005420
PGS001624,0.9034175334323923,608,673,0,0,Volume of grey matter in VIIb Cerebellum (R),EFO_0005420
PGS001625,0.906,453,500,0,0,Volume of grey matter in VIIIa Cerebellum (L),EFO_0005420
PGS001626,0.8904899135446686,618,694,0,0,Volume of grey matter in VIIIa Cerebellum (R),EFO_0005420
PGS001627,0.8913308913308914,730,819,0,0,Volume of grey matter in VIIIb Cerebellum (L),EFO_0005420
PGS001628,0.9038336582196231,1391,1539,0,0,Volume of grey matter in VIIIb Cerebellum (R),EFO_0005420
PGS001629,0.9189473684210526,873,950,0,0,Volume of grey matter in X Cerebellum (R),EFO_0005420
PGS001630,0.8914027149321267,394,442,0,0,Volume of hippocampus (L),EFO_0005035
PGS001631,0.9039145907473309,1270,1405,0,0,Volume of pallidum (L),EFO_0006933
PGS001632,0.8712871287128713,264,303,0,0,Volume of pallidum (R),EFO_0006933
PGS001633,0.9197916666666667,1766,1920,0,0,Volume of peripheral cortical grey matter,EFO_0005420
PGS001634,0.9253597122302158,1029,1112,0,0,Volume of peripheral cortical grey matter (normalised for head size),EFO_0005420
PGS001635,0.8902275769745649,665,747,0,0,Volume of putamen (L),EFO_0006932
PGS001636,0.9189453125,1882,2048,0,0,Volume of putamen (R),EFO_0006932
PGS001637,0.9164156626506024,1217,1328,0,0,Volume of thalamus (L),EFO_0006935
PGS001638,0.9146205357142857,1639,1792,0,0,Volume of thalamus (R),EFO_0006935
PGS001639,0.8886010362694301,686,772,0,0,Volume of ventricular cerebrospinal fluid,EFO_0008080
PGS001640,0.9021084337349398,1198,1328,0,0,Volume of white matter,EFO_0008320
PGS001641,0.9064676616915422,911,1005,0,0,Volume of white matter (normalised for head size),EFO_0008320
PGS001642,0.9248466257668712,1206,1304,0,0,Volumetric scaling from T1 head image to standard space,EFO_0006930
PGS001643,0.9131707317073171,936,1025,0,0,WA FA in tract acoustic radiation (L),EFO_0006930
PGS001644,0.9152542372881356,756,826,0,0,WA FA in tract acoustic radiation (R),EFO_0006930
PGS001645,0.9287598944591029,352,379,0,0,WA FA in tract anterior thalamic radiation (L),EFO_0006930
PGS001646,0.9214876033057852,669,726,0,0,WA FA in tract anterior thalamic radiation (R),EFO_0006930
PGS001647,0.9094437257438551,703,773,0,0,WA FA in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001648,0.9173789173789174,644,702,0,0,WA FA in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001649,0.8666666666666667,52,60,0,0,WA FA in tract corticospinal tract (R),EFO_0006930
PGS001650,0.9183187946074544,1158,1261,0,0,WA FA in tract forceps major,EFO_0006930
PGS001651,0.9310857709469509,1878,2017,0,0,WA FA in tract forceps minor,EFO_0006930
PGS001652,0.8994974874371859,537,597,0,0,WA FA in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001653,0.9190371991247265,1260,1371,0,0,WA FA in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001654,0.922425952045134,654,709,0,0,WA FA in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001655,0.9061277705345502,695,767,0,0,WA FA in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001656,0.9109195402298851,951,1044,0,0,WA FA in tract posterior thalamic radiation (L),EFO_0006930
PGS001657,0.9108678655199375,1165,1279,0,0,WA FA in tract posterior thalamic radiation (R),EFO_0006930
PGS001658,0.9236241108199177,2467,2671,0,0,WA FA in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001659,0.8983957219251337,168,187,0,0,WA FA in tract uncinate fasciculus (L),EFO_0006930
PGS001660,0.9073170731707317,186,205,0,0,WA FA in tract uncinate fasciculus (R),EFO_0006930
PGS001661,0.9213051823416507,1440,1563,0,0,WA ICVF in tract acoustic radiation (L),EFO_0006930
PGS001662,0.906026557711951,887,979,0,0,WA ICVF in tract acoustic radiation (R),EFO_0006930
PGS001663,0.9155446756425949,748,817,0,0,WA ICVF in tract anterior thalamic radiation (L),EFO_0006930
PGS001664,0.9178255372945638,726,791,0,0,WA ICVF in tract anterior thalamic radiation (R),EFO_0006930
PGS001665,0.9260273972602739,1014,1095,0,0,WA ICVF in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001666,0.9188376753507014,917,998,0,0,WA ICVF in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001667,0.8918439716312057,1006,1128,0,0,WA ICVF in tract corticospinal tract (L),EFO_0006930
PGS001668,0.8903225806451613,276,310,0,0,WA ICVF in tract corticospinal tract (R),EFO_0006930
PGS001669,0.9229195088676672,1353,1466,0,0,WA ICVF in tract forceps major,EFO_0006930
PGS001670,0.9291646311675623,1902,2047,0,0,WA ICVF in tract forceps minor,EFO_0006930
PGS001671,0.921812749003984,1851,2008,0,0,WA ICVF in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001672,0.9261710794297352,1819,1964,0,0,WA ICVF in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001673,0.9235033259423503,1666,1804,0,0,WA ICVF in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001674,0.9209401709401709,1724,1872,0,0,WA ICVF in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001675,0.9079939668174962,602,663,0,0,WA ICVF in tract medial lemniscus (L),EFO_0006930
PGS001676,0.8716666666666667,523,600,0,0,WA ICVF in tract medial lemniscus (R),EFO_0006930
PGS001677,0.88671875,454,512,0,0,WA ICVF in tract middle cerebellar peduncle,EFO_0006930
PGS001678,0.8953229398663697,402,449,0,0,WA ICVF in tract parahippocampal part of cingulum (L),EFO_0006930
PGS001679,0.8984293193717278,858,955,0,0,WA ICVF in tract parahippocampal part of cingulum (R),EFO_0006930
PGS001680,0.9264240506329114,1171,1264,0,0,WA ICVF in tract posterior thalamic radiation (L),EFO_0006930
PGS001681,0.9245982694684796,1496,1618,0,0,WA ICVF in tract posterior thalamic radiation (R),EFO_0006930
PGS001682,0.9267949319568278,1975,2131,0,0,WA ICVF in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001683,0.923728813559322,1526,1652,0,0,WA ICVF in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001684,0.9004291845493563,1049,1165,0,0,WA ICVF in tract superior thalamic radiation (L),EFO_0006930
PGS001685,0.9131614654002713,1346,1474,0,0,WA ICVF in tract superior thalamic radiation (R),EFO_0006930
PGS001686,0.9264705882352942,126,136,0,0,WA ICVF in tract uncinate fasciculus (L),EFO_0006930
PGS001687,0.9139784946236559,765,837,0,0,WA ICVF in tract uncinate fasciculus (R),EFO_0006930
PGS001688,0.9134199134199135,211,231,0,0,WA ISOVF in tract acoustic radiation (L),EFO_0006930
PGS001689,0.9089655172413793,659,725,0,0,WA ISOVF in tract acoustic radiation (R),EFO_0006930
PGS001690,0.8538461538461538,111,130,0,0,WA ISOVF in tract anterior thalamic radiation (R),EFO_0006930
PGS001691,0.9014675052410901,430,477,0,0,WA ISOVF in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001692,0.8612244897959184,211,245,0,0,WA ISOVF in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001693,0.8981481481481481,970,1080,0,0,WA ISOVF in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001694,0.8970331588132635,1028,1146,0,0,WA ISOVF in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001695,0.9011576135351737,1012,1123,0,0,WA ISOVF in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001696,0.9259478672985783,1563,1688,0,0,WA ISOVF in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001697,0.8472222222222222,61,72,0,0,WA ISOVF in tract posterior thalamic radiation (R),EFO_0006930
PGS001698,0.9165467625899281,637,695,0,0,WA ISOVF in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001699,0.8883248730964467,175,197,0,0,WA ISOVF in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001700,0.9089219330855018,489,538,0,0,WA ISOVF in tract superior thalamic radiation (L),EFO_0006930
PGS001701,0.8850574712643678,154,174,0,0,WA ISOVF in tract superior thalamic radiation (R),EFO_0006930
PGS001702,0.8649350649350649,333,385,0,0,WA ISOVF in tract uncinate fasciculus (L),EFO_0006930
PGS001703,0.8674698795180723,72,83,0,0,WA ISOVF in tract uncinate fasciculus (R),EFO_0006930
PGS001704,0.896887159533074,461,514,0,0,WA L1 in tract forceps minor,EFO_0006930
PGS001705,0.870201096892139,476,547,0,0,WA L1 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001706,0.8664596273291926,279,322,0,0,WA L1 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001707,0.8797595190380761,439,499,0,0,WA L1 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001708,0.8734177215189873,276,316,0,0,WA L1 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001709,0.9225759768451519,1275,1382,0,0,WA L1 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001710,0.9082397003745318,485,534,0,0,WA L1 in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001711,0.8949671772428884,409,457,0,0,WA L1 in tract superior thalamic radiation (L),EFO_0006930
PGS001712,0.8715083798882681,312,358,0,0,WA L1 in tract superior thalamic radiation (R),EFO_0006930
PGS001713,0.8728323699421965,151,173,0,0,WA L1 in tract uncinate fasciculus (L),EFO_0006930
PGS001714,0.8902316213494461,884,993,0,0,WA L2 in tract acoustic radiation (R),EFO_0006930
PGS001715,0.8470588235294118,144,170,0,0,WA L2 in tract anterior thalamic radiation (L),EFO_0006930
PGS001716,0.8793103448275862,255,290,0,0,WA L2 in tract anterior thalamic radiation (R),EFO_0006930
PGS001717,0.9146341463414634,75,82,0,0,WA L2 in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001718,0.8918032786885246,272,305,0,0,WA L2 in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001719,0.9199134199134199,850,924,0,0,WA L2 in tract forceps major,EFO_0006930
PGS001720,0.9174757281553398,945,1030,0,0,WA L2 in tract forceps minor,EFO_0006930
PGS001721,0.8683068017366136,600,691,0,0,WA L2 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001722,0.8931203931203932,727,814,0,0,WA L2 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001723,0.8945147679324894,636,711,0,0,WA L2 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001724,0.9117276166456494,723,793,0,0,WA L2 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001725,0.9262435677530018,1620,1749,0,0,WA L2 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001726,0.9121522693997072,623,683,0,0,WA L2 in tract superior thalamic radiation (L),EFO_0006930
PGS001727,0.9040902679830748,641,709,0,0,WA L2 in tract uncinate fasciculus (L),EFO_0006930
PGS001728,0.9107648725212465,643,706,0,0,WA L2 in tract uncinate fasciculus (R),EFO_0006930
PGS001729,0.8929471032745592,709,794,0,0,WA L3 in tract acoustic radiation (R),EFO_0006930
PGS001730,0.865,173,200,0,0,WA L3 in tract anterior thalamic radiation (L),EFO_0006930
PGS001731,0.9050925925925926,391,432,0,0,WA L3 in tract anterior thalamic radiation (R),EFO_0006930
PGS001732,0.9124767225325885,1470,1611,0,0,WA L3 in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001733,0.9046296296296297,977,1080,0,0,WA L3 in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001734,0.9231770833333334,1418,1536,0,0,WA L3 in tract forceps minor,EFO_0006930
PGS001735,0.9058201058201059,856,945,0,0,WA L3 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001736,0.8946759259259259,773,864,0,0,WA L3 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001737,0.9075081610446137,834,919,0,0,WA L3 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001738,0.9090909090909091,750,825,0,0,WA L3 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001739,0.9262208067940552,1745,1884,0,0,WA L3 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001740,0.904093567251462,773,855,0,0,WA L3 in tract superior thalamic radiation (L),EFO_0006930
PGS001741,0.9185430463576159,1387,1510,0,0,WA L3 in tract superior thalamic radiation (R),EFO_0006930
PGS001742,0.9139072847682119,690,755,0,0,WA L3 in tract uncinate fasciculus (L),EFO_0006930
PGS001743,0.9090909090909091,1200,1320,0,0,WA L3 in tract uncinate fasciculus (R),EFO_0006930
PGS001744,0.8380952380952381,264,315,0,0,WA MD in tract acoustic radiation (R),EFO_0006930
PGS001745,0.8771929824561403,150,171,0,0,WA MD in tract anterior thalamic radiation (L),EFO_0006930
PGS001746,0.9054054054054054,268,296,0,0,WA MD in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001747,0.8970013037809648,688,767,0,0,WA MD in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001748,0.8947368421052632,187,209,0,0,WA MD in tract forceps major,EFO_0006930
PGS001749,0.9072164948453608,1056,1164,0,0,WA MD in tract forceps minor,EFO_0006930
PGS001750,0.8954489544895449,728,813,0,0,WA MD in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001751,0.8789173789173789,617,702,0,0,WA MD in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001752,0.8986013986013986,514,572,0,0,WA MD in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001753,0.9087179487179488,886,975,0,0,WA MD in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001754,0.9259259259259259,1675,1809,0,0,WA MD in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001755,0.8836065573770492,539,610,0,0,WA MD in tract superior thalamic radiation (L),EFO_0006930
PGS001756,0.84375,81,96,0,0,WA MD in tract superior thalamic radiation (R),EFO_0006930
PGS001757,0.9162844036697247,799,872,0,0,WA MD in tract uncinate fasciculus (L),EFO_0006930
PGS001758,0.9090029041626331,939,1033,0,0,WA MD in tract uncinate fasciculus (R),EFO_0006930
PGS001759,0.9270152505446623,1702,1836,0,0,WA MO in tract forceps minor,EFO_0006930
PGS001760,0.872093023255814,225,258,0,0,WA MO in tract medial lemniscus (R),EFO_0006930
PGS001761,0.7872340425531915,37,47,0,0,WA MO in tract middle cerebellar peduncle,EFO_0006930
PGS001762,0.8987517337031901,648,721,0,0,WA MO in tract posterior thalamic radiation (L),EFO_0006930
PGS001763,0.9035087719298246,309,342,0,0,WA MO in tract posterior thalamic radiation (R),EFO_0006930
PGS001764,0.9105098855359001,875,961,0,0,WA MO in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001765,0.9071358748778103,928,1023,0,0,WA MO in tract superior thalamic radiation (R),EFO_0006930
PGS001766,1.0,1,1,0,0,WA OD in tract corticospinal tract (L),EFO_0006930
PGS001767,0.8968253968253969,339,378,0,0,WA OD in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001768,0.8855218855218855,263,297,0,0,WA OD in tract medial lemniscus (L),EFO_0006930
PGS001769,0.9060092449922958,1176,1298,0,0,WA OD in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001770,0.9049586776859504,657,726,0,0,WA OD in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001771,0.9186390532544378,1242,1352,0,0,WA OD in tract superior thalamic radiation (R),EFO_0006930
PGS001772,0.8354430379746836,132,158,0,0,ZEBRA antigen for Epstein-Barr Virus,EFO_0009273
PGS001773,0.92,23,25,0,0,Moderate-to-severe atopic dermatitis,EFO_0000274
PGS001774,1.0,12,12,0,0,Parkinson's disease,MONDO_0005180
PGS001775,0.9743589743589743,38,39,0,0,Alzheimer's disease,MONDO_0004975
PGS001776,1.0,45,45,0,0,Colorectal cancer,EFO_0005842
PGS001777,1.0,3,3,0,0,Cirrhosis (alcohol related),EFO_1000802
PGS001778,1.0,15,15,0,0,Breast cancer,EFO_0000305
PGS001779,1.0,21,21,0,0,Brugada syndrome,MONDO_0015263
PGS001780,0.9996275393377172,1089642,1090048,0,0,Coronary heart disease,EFO_0001645
PGS001781,0.99999816794956,1091671,1091673,0,0,Type 2 diabetes,MONDO_0005148
PGS001782,1.0,884043,884043,0,0,Asthma,MONDO_0004979
PGS001783,1.0,884139,884139,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001784,1.0,911440,911440,0,0,Abdominal aortic aneurysm,EFO_0004214
PGS001785,1.0,911334,911334,0,0,Acute appendicitis,EFO_0007149
PGS001786,1.0,899660,899660,0,0,Appendectomy,EFO_0600086
PGS001787,1.0,909990,909990,0,0,Asthma,MONDO_0004979
PGS001788,1.0,910082,910082,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001789,1.0,910151,910151,0,0,Gout,EFO_0004274
PGS001790,1.0,910146,910146,0,0,Heart Failure,EFO_0003144
PGS001791,1.0,910439,910439,0,0,Idiopathic pulmonary fibrosis,EFO_0000768
PGS001792,1.0,911402,911402,0,0,Primary open-angle glaucoma,MONDO_0005041
PGS001793,1.0,910099,910099,0,0,Stroke,EFO_0000712
PGS001794,1.0,911462,911462,0,0,Thyroid cancer,EFO_0002892
PGS001795,1.0,911692,911692,0,0,Uterine cancer,EFO_0002919
PGS001796,1.0,910337,910337,0,0,Venous thromboembolism,EFO_0004286
PGS001797,1.0,885417,885417,0,0,Primary open-angle glaucoma,EFO_0004190
PGS001798,1.0,884168,884168,0,0,Stroke,EFO_0000712
PGS001799,1.0,885482,885482,0,0,Thyroid cancer,EFO_0002892
PGS001800,0.9971011363172116,1708463,1713430,0,0,Forced expiratory volume (FEV1),EFO_0004314
PGS001801,0.9969519415759063,1229158,1232916,0,0,FEV1/FVC ratio,EFO_0004713
PGS001802,1.0,2821,2821,0,0,Colorectal cancer,EFO_0005842
PGS001803,1.0,4371,4371,0,0,Skin cancer,EFO_0009259
PGS001804,1.0,2984,2984,0,0,Breast cancer [female],EFO_0000305
PGS001805,1.0,2579,2579,0,0,Cancer of prostate,EFO_0001663
PGS001806,1.0,231,231,0,0,Malignant neoplasm of testis,EFO_0004281
PGS001807,1.0,291,291,0,0,Cancer of bladder,MONDO_0004986
PGS001808,1.0,117,117,0,0,Cancer of brain,MONDO_0001657
PGS001809,1.0,111,111,0,0,Thyroid cancer,EFO_0002892
PGS001810,1.0,67,67,0,0,Polycythemia vera,EFO_0002429
PGS001811,1.0,2231,2231,0,0,Benign neoplasm of colon,MONDO_0002278
PGS001812,1.0,801,801,0,0,Benign neoplasm of other parts of digestive system,MONDO_0000385
PGS001813,1.0,1308,1308,0,0,Benign neoplasm of uterus,MONDO_0000632
PGS001814,1.0,322,322,0,0,Nontoxic multinodular goiter,MONDO_0000334
PGS001815,1.0,280,280,0,0,Thyrotoxicosis with or without goiter,EFO_0009190
PGS001816,1.0,11130,11130,0,0,Hypothyroidism,EFO_0004705
PGS001817,1.0,825,825,0,0,Type 1 diabetes,MONDO_0005147
PGS001818,1.0,30745,30745,0,0,Type 2 diabetes,MONDO_0005148
PGS001819,1.0,249,249,0,0,Diabetic retinopathy,EFO_0003770
PGS001820,1.0,187,187,0,0,Hypoglycemia,HP_0001943
PGS001821,1.0,22313,22313,0,0,Disorders of lipoid metabolism,HP_0003119
PGS001822,1.0,216,216,0,0,Gout,EFO_0004274
PGS001823,1.0,654,654,0,0,Disorders of iron metabolism,MONDO_0002279
PGS001824,1.0,22,22,0,0,Disorders of bilirubin excretion,Orphanet_309816
PGS001825,1.0,13009,13009,0,0,Overweight  obesity and other hyperalimentation,MONDO_0003916
PGS001826,1.0,45,45,0,0,Congenital deficiency of other clotting factors (including factor VII),MONDO_0015722
PGS001827,1.0,33,33,0,0,Dementias,MONDO_0001627
