Polygenic Score (PGS) ID,PGS Name,Reported Trait,Mapped Trait(s) (EFO label),Mapped Trait(s) (EFO ID),PGS Development Method,PGS Development Details/Relevant Parameters,Original Genome Build,Number of Variants,Number of Interaction Terms,Type of Variant Weight,PGS Publication (PGP) ID,Publication (PMID),Publication (doi),Score and results match the original publication,Ancestry Distribution (%) - Source of Variant Associations (GWAS),Ancestry Distribution (%) - Score Development/Training,Ancestry Distribution (%) - PGS Evaluation,FTP link,Release Date,License/Terms of Use
PGS001696,GBE_INI25719,WA ISOVF in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1688,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001696/ScoringFiles/PGS001696.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001697,GBE_INI25724,WA ISOVF in tract posterior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,72,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001697/ScoringFiles/PGS001697.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001698,GBE_INI25725,WA ISOVF in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,695,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001698/ScoringFiles/PGS001698.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001699,GBE_INI25726,WA ISOVF in tract superior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,197,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001699/ScoringFiles/PGS001699.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001700,GBE_INI25727,WA ISOVF in tract superior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,538,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001700/ScoringFiles/PGS001700.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001701,GBE_INI25728,WA ISOVF in tract superior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,174,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001701/ScoringFiles/PGS001701.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001702,GBE_INI25729,WA ISOVF in tract uncinate fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,385,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001702/ScoringFiles/PGS001702.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001703,GBE_INI25730,WA ISOVF in tract uncinate fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,83,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001703/ScoringFiles/PGS001703.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001704,GBE_INI25580,WA L1 in tract forceps minor,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,514,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001704/ScoringFiles/PGS001704.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001705,GBE_INI25581,WA L1 in tract inferior fronto-occipital fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,547,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001705/ScoringFiles/PGS001705.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001706,GBE_INI25582,WA L1 in tract inferior fronto-occipital fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,322,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001706/ScoringFiles/PGS001706.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001707,GBE_INI25583,WA L1 in tract inferior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,499,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001707/ScoringFiles/PGS001707.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001708,GBE_INI25584,WA L1 in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,316,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001708/ScoringFiles/PGS001708.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001709,GBE_INI25590,WA L1 in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1382,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001709/ScoringFiles/PGS001709.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001710,GBE_INI25591,WA L1 in tract superior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,534,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001710/ScoringFiles/PGS001710.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001711,GBE_INI25592,WA L1 in tract superior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,457,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001711/ScoringFiles/PGS001711.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001712,GBE_INI25593,WA L1 in tract superior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,358,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001712/ScoringFiles/PGS001712.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001713,GBE_INI25594,WA L1 in tract uncinate fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,173,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001713/ScoringFiles/PGS001713.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001714,GBE_INI25597,WA L2 in tract acoustic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,993,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001714/ScoringFiles/PGS001714.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001715,GBE_INI25598,WA L2 in tract anterior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,170,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001715/ScoringFiles/PGS001715.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001716,GBE_INI25599,WA L2 in tract anterior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,290,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001716/ScoringFiles/PGS001716.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001717,GBE_INI25600,WA L2 in tract cingulate gyrus part of cingulum (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,82,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001717/ScoringFiles/PGS001717.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001718,GBE_INI25601,WA L2 in tract cingulate gyrus part of cingulum (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,305,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001718/ScoringFiles/PGS001718.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001719,GBE_INI25606,WA L2 in tract forceps major,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,924,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001719/ScoringFiles/PGS001719.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001720,GBE_INI25607,WA L2 in tract forceps minor,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1030,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001720/ScoringFiles/PGS001720.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001721,GBE_INI25608,WA L2 in tract inferior fronto-occipital fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,691,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001721/ScoringFiles/PGS001721.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001722,GBE_INI25609,WA L2 in tract inferior fronto-occipital fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,814,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001722/ScoringFiles/PGS001722.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001723,GBE_INI25610,WA L2 in tract inferior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,711,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001723/ScoringFiles/PGS001723.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001724,GBE_INI25611,WA L2 in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,793,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001724/ScoringFiles/PGS001724.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001725,GBE_INI25617,WA L2 in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1749,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001725/ScoringFiles/PGS001725.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001726,GBE_INI25619,WA L2 in tract superior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,683,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001726/ScoringFiles/PGS001726.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001727,GBE_INI25621,WA L2 in tract uncinate fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,709,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001727/ScoringFiles/PGS001727.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001728,GBE_INI25622,WA L2 in tract uncinate fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,706,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001728/ScoringFiles/PGS001728.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001729,GBE_INI25624,WA L3 in tract acoustic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,794,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001729/ScoringFiles/PGS001729.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001730,GBE_INI25625,WA L3 in tract anterior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,200,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001730/ScoringFiles/PGS001730.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001731,GBE_INI25626,WA L3 in tract anterior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,432,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001731/ScoringFiles/PGS001731.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001732,GBE_INI25627,WA L3 in tract cingulate gyrus part of cingulum (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1611,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001732/ScoringFiles/PGS001732.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001733,GBE_INI25628,WA L3 in tract cingulate gyrus part of cingulum (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1080,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001733/ScoringFiles/PGS001733.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001734,GBE_INI25634,WA L3 in tract forceps minor,brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1536,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001734/ScoringFiles/PGS001734.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001735,GBE_INI25635,WA L3 in tract inferior fronto-occipital fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,945,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001735/ScoringFiles/PGS001735.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001736,GBE_INI25636,WA L3 in tract inferior fronto-occipital fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,864,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001736/ScoringFiles/PGS001736.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001737,GBE_INI25637,WA L3 in tract inferior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,919,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001737/ScoringFiles/PGS001737.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001738,GBE_INI25638,WA L3 in tract inferior longitudinal fasciculus (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,825,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001738/ScoringFiles/PGS001738.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001739,GBE_INI25644,WA L3 in tract superior longitudinal fasciculus (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1884,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001739/ScoringFiles/PGS001739.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001740,GBE_INI25646,WA L3 in tract superior thalamic radiation (L),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,855,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001740/ScoringFiles/PGS001740.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
PGS001741,GBE_INI25647,WA L3 in tract superior thalamic radiation (R),brain volume measurement|neuroimaging measurement,EFO_0006930|EFO_0004346,snpnet,,GRCh37,1510,0,NR,PGP000244,35324888,10.1371/journal.pgen.1010105,True,,European:100,European:40|African:20|East Asian:20|South Asian:20,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001741/ScoringFiles/PGS001741.txt.gz,2021-11-25,"PGS obtained from the Catalog should be cited appropriately, and used in accordance with any licensing restrictions set by the authors. See EBI Terms of Use (https://www.ebi.ac.uk/about/terms-of-use/) for additional details."
