score,coverage,variants_used,variants_total,variants_flipped,variants_ambiguous,trait,trait_efo
PGS001546,0.782608695652174,90,115,0,0,Volume of grey matter in Amygdala (L),EFO_0005420
PGS001547,0.8734177215189873,552,632,0,0,Volume of grey matter in Brain-Stem,EFO_0005420
PGS001548,0.8402061855670103,163,194,0,0,Volume of grey matter in Central Opercular Cortex (L),EFO_0005420
PGS001549,0.8717720391807658,979,1123,0,0,Volume of grey matter in Central Opercular Cortex (R),EFO_0005420
PGS001550,0.8534704370179949,332,389,0,0,Volume of grey matter in Cingulate Gyrus  anterior division (L),EFO_0005420
PGS001551,0.7950819672131147,194,244,0,0,Volume of grey matter in Cingulate Gyrus  anterior division (R),EFO_0005420
PGS001552,0.8619631901840491,562,652,0,0,Volume of grey matter in Cingulate Gyrus  posterior division (R),EFO_0005420
PGS001553,0.902572754112189,2140,2371,0,0,Volume of grey matter in Crus I Cerebellum (R),EFO_0005420
PGS001554,0.9121798222686879,1745,1913,0,0,Volume of grey matter in Crus II Cerebellum (L),EFO_0005420
PGS001555,0.9235059760956176,2318,2510,0,0,Volume of grey matter in Crus II Cerebellum (R),EFO_0005420
PGS001556,0.896774193548387,834,930,0,0,Volume of grey matter in Cuneal Cortex (R),EFO_0005420
PGS001557,0.8830845771144279,710,804,0,0,Volume of grey matter in Frontal Operculum Cortex (L),EFO_0005420
PGS001558,0.8765133171912833,724,826,0,0,Volume of grey matter in Frontal Orbital Cortex (L),EFO_0005420
PGS001559,0.856418918918919,507,592,0,0,Volume of grey matter in Frontal Orbital Cortex (R),EFO_0005420
PGS001560,0.906896551724138,2104,2320,0,0,Volume of grey matter in Frontal Pole (L),EFO_0005420
PGS001561,0.899002493765586,1442,1604,0,0,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (L),EFO_0005420
PGS001562,0.8943569553805775,1363,1524,0,0,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (R),EFO_0005420
PGS001563,0.897687456201822,1281,1427,0,0,Volume of grey matter in Hippocampus (L),EFO_0005420
PGS001564,0.9034431137724551,1207,1336,0,0,Volume of grey matter in Hippocampus (R),EFO_0005420
PGS001565,0.8825806451612903,684,775,0,0,Volume of grey matter in I-IV Cerebellum (L),EFO_0005420
PGS001566,0.8905228758169934,545,612,0,0,Volume of grey matter in I-IV Cerebellum (R),EFO_0005420
PGS001567,0.8794835007173601,613,697,0,0,Volume of grey matter in Inferior Frontal Gyrus  pars triangularis (R),EFO_0005420
PGS001568,0.875,252,288,0,0,Volume of grey matter in Inferior Temporal Gyrus  posterior division (L),EFO_0005420
PGS001569,0.8976833976833977,1395,1554,0,0,Volume of grey matter in Insular Cortex (L),EFO_0005420
PGS001570,0.9025641025641026,1232,1365,0,0,Volume of grey matter in Insular Cortex (R),EFO_0005420
PGS001571,0.92,1863,2025,0,0,Volume of grey matter in Intracalcarine Cortex (L),EFO_0005420
PGS001572,0.8899598393574297,1108,1245,0,0,Volume of grey matter in IX Cerebellum (L),EFO_0005420
PGS001573,0.9016227180527383,1778,1972,0,0,Volume of grey matter in IX Cerebellum (R),EFO_0005420
PGS001574,0.8938740293356342,1036,1159,0,0,Volume of grey matter in Lateral Occipital Cortex  inferior division (R),EFO_0005420
PGS001575,0.8726333907056799,507,581,0,0,Volume of grey matter in Lateral Occipital Cortex  superior division (R),EFO_0005420
PGS001576,0.8809218950064021,688,781,0,0,Volume of grey matter in Lingual Gyrus (R),EFO_0005420
PGS001577,0.8726287262872628,322,369,0,0,Volume of grey matter in Middle Frontal Gyrus (L),EFO_0005420
PGS001578,0.8813905930470347,431,489,0,0,Volume of grey matter in Middle Frontal Gyrus (R),EFO_0005420
PGS001579,0.887546468401487,955,1076,0,0,Volume of grey matter in Middle Temporal Gyrus  posterior division (R),EFO_0005420
PGS001580,0.8595744680851064,202,235,0,0,Volume of grey matter in Occipital Fusiform Gyrus (L),EFO_0005420
PGS001581,0.8954207920792079,1447,1616,0,0,Volume of grey matter in Occipital Pole (R),EFO_0005420
PGS001582,0.8758620689655172,127,145,0,0,Volume of grey matter in Paracingulate Gyrus (R),EFO_0005420
PGS001583,0.8950116009280742,1543,1724,0,0,Volume of grey matter in Parahippocampal Gyrus  anterior division (L),EFO_0005420
PGS001584,0.8912,1114,1250,0,0,Volume of grey matter in Parahippocampal Gyrus  anterior division (R),EFO_0005420
PGS001585,0.90625,1015,1120,0,0,Volume of grey matter in Parahippocampal Gyrus  posterior division (L),EFO_0005420
PGS001586,0.8942486085343229,964,1078,0,0,Volume of grey matter in Parahippocampal Gyrus  posterior division (R),EFO_0005420
PGS001587,0.9050151975683891,1191,1316,0,0,Volume of grey matter in Planum Polare (L),EFO_0005420
PGS001588,0.910010111223458,900,989,0,0,Volume of grey matter in Planum Polare (R),EFO_0005420
PGS001589,0.9004457652303121,1818,2019,0,0,Volume of grey matter in Planum Temporale (L),EFO_0005420
PGS001590,0.8553459119496856,272,318,0,0,Volume of grey matter in Precentral Gyrus (L),EFO_0005420
PGS001591,0.8992700729927007,1232,1370,0,0,Volume of grey matter in Precentral Gyrus (R),EFO_0005420
PGS001592,0.9052197802197802,1977,2184,0,0,Volume of grey matter in Precuneous Cortex (L),EFO_0005420
PGS001593,0.8503649635036497,233,274,0,0,Volume of grey matter in Putamen (L),EFO_0005420
PGS001594,0.8647686832740213,486,562,0,0,Volume of grey matter in Putamen (R),EFO_0005420
PGS001595,0.9004044489383215,1781,1978,0,0,Volume of grey matter in Subcallosal Cortex (L),EFO_0005420
PGS001596,0.8957475994513031,1306,1458,0,0,Volume of grey matter in Subcallosal Cortex (R),EFO_0005420
PGS001597,0.8932316491897044,937,1049,0,0,Volume of grey matter in Superior Frontal Gyrus (L),EFO_0006516
PGS001598,0.4,2,5,0,0,Volume of grey matter in Superior Frontal Gyrus (R),EFO_0006516
PGS001599,0.875,637,728,0,0,Volume of grey matter in Superior Temporal Gyrus  anterior division (L),EFO_0005420
PGS001600,0.8547169811320755,453,530,0,0,Volume of grey matter in Superior Temporal Gyrus  posterior division (L),EFO_0005420
PGS001601,0.8856502242152466,395,446,0,0,Volume of grey matter in Supracalcarine Cortex (L),EFO_0005420
PGS001602,0.8937381404174574,471,527,0,0,Volume of grey matter in Supracalcarine Cortex (R),EFO_0005420
PGS001603,0.8787878787878788,232,264,0,0,Volume of grey matter in Temporal Fusiform Cortex  anterior division (L),EFO_0005420
PGS001604,0.9099804305283757,1395,1533,0,0,Volume of grey matter in Temporal Fusiform Cortex  posterior division (L),EFO_0005420
PGS001605,0.9129232895646164,1321,1447,0,0,Volume of grey matter in Temporal Fusiform Cortex  posterior division (R),EFO_0005420
PGS001606,0.8891666666666667,1067,1200,0,0,Volume of grey matter in Temporal Pole (L),EFO_0005420
PGS001607,0.895609756097561,918,1025,0,0,Volume of grey matter in Temporal Pole (R),EFO_0005420
PGS001608,0.9106858054226475,2284,2508,0,0,Volume of grey matter in Thalamus (L),EFO_0005420
PGS001609,0.8836158192090395,782,885,0,0,Volume of grey matter in Thalamus (R),EFO_0005420
PGS001610,0.8988693467336684,1431,1592,0,0,Volume of grey matter in V Cerebellum (L),EFO_0005420
PGS001611,0.8641304347826086,159,184,0,0,Volume of grey matter in V Cerebellum (R),EFO_0005420
PGS001612,0.8719068413391557,599,687,0,0,Volume of grey matter in Ventral Striatum (L),EFO_0005420
PGS001613,0.832579185520362,184,221,0,0,Volume of grey matter in Ventral Striatum (R),EFO_0005420
PGS001614,0.8984468339307049,752,837,0,0,Volume of grey matter in Vermis Crus II Cerebellum,EFO_0005420
PGS001615,0.8860482103725347,1213,1369,0,0,Volume of grey matter in Vermis IX Cerebellum,EFO_0005420
PGS001616,0.8741830065359477,535,612,0,0,Volume of grey matter in Vermis VI Cerebellum,EFO_0005420
PGS001617,0.8983286908077994,645,718,0,0,Volume of grey matter in Vermis VIIb Cerebellum,EFO_0005420
PGS001618,0.884020618556701,686,776,0,0,Volume of grey matter in Vermis VIIIa Cerebellum,EFO_0005420
PGS001619,0.8930062630480167,1711,1916,0,0,Volume of grey matter in Vermis VIIIb Cerebellum,EFO_0005420
PGS001620,0.8584905660377359,546,636,0,0,Volume of grey matter in Vermis X Cerebellum,EFO_0005420
PGS001621,0.876940133037694,791,902,0,0,Volume of grey matter in VI Cerebellum (L),EFO_0005420
PGS001622,0.9103313840155945,467,513,0,0,Volume of grey matter in VI Cerebellum (R),EFO_0005420
PGS001623,0.8921417565485362,579,649,0,0,Volume of grey matter in VIIb Cerebellum (L),EFO_0005420
PGS001624,0.8870728083209509,597,673,0,0,Volume of grey matter in VIIb Cerebellum (R),EFO_0005420
PGS001625,0.874,437,500,0,0,Volume of grey matter in VIIIa Cerebellum (L),EFO_0005420
PGS001626,0.8659942363112392,601,694,0,0,Volume of grey matter in VIIIa Cerebellum (R),EFO_0005420
PGS001627,0.8705738705738706,713,819,0,0,Volume of grey matter in VIIIb Cerebellum (L),EFO_0005420
PGS001628,0.8882391163092918,1367,1539,0,0,Volume of grey matter in VIIIb Cerebellum (R),EFO_0005420
PGS001629,0.9,855,950,0,0,Volume of grey matter in X Cerebellum (R),EFO_0005420
PGS001630,0.8733031674208145,386,442,0,0,Volume of hippocampus (L),EFO_0005035
PGS001631,0.8868327402135231,1246,1405,0,0,Volume of pallidum (L),EFO_0006933
PGS001632,0.8382838283828383,254,303,0,0,Volume of pallidum (R),EFO_0006933
PGS001633,0.9052083333333333,1738,1920,0,0,Volume of peripheral cortical grey matter,EFO_0005420
PGS001634,0.9109712230215827,1013,1112,0,0,Volume of peripheral cortical grey matter (normalised for head size),EFO_0005420
PGS001635,0.8755020080321285,654,747,0,0,Volume of putamen (L),EFO_0006932
PGS001636,0.90478515625,1853,2048,0,0,Volume of putamen (R),EFO_0006932
PGS001637,0.8975903614457831,1192,1328,0,0,Volume of thalamus (L),EFO_0006935
PGS001638,0.9006696428571429,1614,1792,0,0,Volume of thalamus (R),EFO_0006935
PGS001639,0.8704663212435233,672,772,0,0,Volume of ventricular cerebrospinal fluid,EFO_0008080
PGS001640,0.8840361445783133,1174,1328,0,0,Volume of white matter,EFO_0008320
PGS001641,0.8885572139303483,893,1005,0,0,Volume of white matter (normalised for head size),EFO_0008320
PGS001642,0.9010736196319018,1175,1304,0,0,Volumetric scaling from T1 head image to standard space,EFO_0006930
PGS001643,0.8907317073170732,913,1025,0,0,WA FA in tract acoustic radiation (L),EFO_0006930
PGS001644,0.9043583535108959,747,826,0,0,WA FA in tract acoustic radiation (R),EFO_0006930
PGS001645,0.9129287598944591,346,379,0,0,WA FA in tract anterior thalamic radiation (L),EFO_0006930
PGS001646,0.9090909090909091,660,726,0,0,WA FA in tract anterior thalamic radiation (R),EFO_0006930
PGS001647,0.8926261319534282,690,773,0,0,WA FA in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001648,0.9031339031339032,634,702,0,0,WA FA in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001649,0.7833333333333333,47,60,0,0,WA FA in tract corticospinal tract (R),EFO_0006930
PGS001650,0.9048374306106265,1141,1261,0,0,WA FA in tract forceps major,EFO_0006930
PGS001651,0.9167079821517105,1849,2017,0,0,WA FA in tract forceps minor,EFO_0006930
PGS001652,0.8793969849246231,525,597,0,0,WA FA in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001653,0.9073668854850474,1244,1371,0,0,WA FA in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001654,0.8998589562764457,638,709,0,0,WA FA in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001655,0.894393741851369,686,767,0,0,WA FA in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001656,0.8955938697318008,935,1044,0,0,WA FA in tract posterior thalamic radiation (L),EFO_0006930
PGS001657,0.8991399530883503,1150,1279,0,0,WA FA in tract posterior thalamic radiation (R),EFO_0006930
PGS001658,0.9161362785473606,2447,2671,0,0,WA FA in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001659,0.8342245989304813,156,187,0,0,WA FA in tract uncinate fasciculus (L),EFO_0006930
PGS001660,0.8829268292682927,181,205,0,0,WA FA in tract uncinate fasciculus (R),EFO_0006930
PGS001661,0.90850927703135,1420,1563,0,0,WA ICVF in tract acoustic radiation (L),EFO_0006930
PGS001662,0.891726251276813,873,979,0,0,WA ICVF in tract acoustic radiation (R),EFO_0006930
PGS001663,0.9045287637698899,739,817,0,0,WA ICVF in tract anterior thalamic radiation (L),EFO_0006930
PGS001664,0.9089759797724399,719,791,0,0,WA ICVF in tract anterior thalamic radiation (R),EFO_0006930
PGS001665,0.9123287671232877,999,1095,0,0,WA ICVF in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001666,0.9008016032064128,899,998,0,0,WA ICVF in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001667,0.8794326241134752,992,1128,0,0,WA ICVF in tract corticospinal tract (L),EFO_0006930
PGS001668,0.8709677419354839,270,310,0,0,WA ICVF in tract corticospinal tract (R),EFO_0006930
PGS001669,0.9085948158253752,1332,1466,0,0,WA ICVF in tract forceps major,EFO_0006930
PGS001670,0.9179286761113825,1879,2047,0,0,WA ICVF in tract forceps minor,EFO_0006930
PGS001671,0.9098605577689243,1827,2008,0,0,WA ICVF in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001672,0.9159877800407332,1799,1964,0,0,WA ICVF in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001673,0.9090909090909091,1640,1804,0,0,WA ICVF in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001674,0.907051282051282,1698,1872,0,0,WA ICVF in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001675,0.8929110105580694,592,663,0,0,WA ICVF in tract medial lemniscus (L),EFO_0006930
PGS001676,0.8533333333333334,512,600,0,0,WA ICVF in tract medial lemniscus (R),EFO_0006930
PGS001677,0.869140625,445,512,0,0,WA ICVF in tract middle cerebellar peduncle,EFO_0006930
PGS001678,0.8574610244988864,385,449,0,0,WA ICVF in tract parahippocampal part of cingulum (L),EFO_0006930
PGS001679,0.8712041884816754,832,955,0,0,WA ICVF in tract parahippocampal part of cingulum (R),EFO_0006930
PGS001680,0.9074367088607594,1147,1264,0,0,WA ICVF in tract posterior thalamic radiation (L),EFO_0006930
PGS001681,0.911619283065513,1475,1618,0,0,WA ICVF in tract posterior thalamic radiation (R),EFO_0006930
PGS001682,0.9141248240262787,1948,2131,0,0,WA ICVF in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001683,0.9098062953995157,1503,1652,0,0,WA ICVF in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001684,0.886695278969957,1033,1165,0,0,WA ICVF in tract superior thalamic radiation (L),EFO_0006930
PGS001685,0.9056987788331072,1335,1474,0,0,WA ICVF in tract superior thalamic radiation (R),EFO_0006930
PGS001686,0.8602941176470589,117,136,0,0,WA ICVF in tract uncinate fasciculus (L),EFO_0006930
PGS001687,0.8936678614097969,748,837,0,0,WA ICVF in tract uncinate fasciculus (R),EFO_0006930
PGS001688,0.8831168831168831,204,231,0,0,WA ISOVF in tract acoustic radiation (L),EFO_0006930
PGS001689,0.896551724137931,650,725,0,0,WA ISOVF in tract acoustic radiation (R),EFO_0006930
PGS001690,0.7923076923076923,103,130,0,0,WA ISOVF in tract anterior thalamic radiation (R),EFO_0006930
PGS001691,0.8784067085953878,419,477,0,0,WA ISOVF in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001692,0.8489795918367347,208,245,0,0,WA ISOVF in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001693,0.8787037037037037,949,1080,0,0,WA ISOVF in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001694,0.8865619546247818,1016,1146,0,0,WA ISOVF in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001695,0.8797862867319679,988,1123,0,0,WA ISOVF in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001696,0.9117298578199052,1539,1688,0,0,WA ISOVF in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001697,0.8194444444444444,59,72,0,0,WA ISOVF in tract posterior thalamic radiation (R),EFO_0006930
PGS001698,0.8992805755395683,625,695,0,0,WA ISOVF in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001699,0.8477157360406091,167,197,0,0,WA ISOVF in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001700,0.8866171003717472,477,538,0,0,WA ISOVF in tract superior thalamic radiation (L),EFO_0006930
PGS001701,0.8620689655172413,150,174,0,0,WA ISOVF in tract superior thalamic radiation (R),EFO_0006930
PGS001702,0.8519480519480519,328,385,0,0,WA ISOVF in tract uncinate fasciculus (L),EFO_0006930
PGS001703,0.8192771084337349,68,83,0,0,WA ISOVF in tract uncinate fasciculus (R),EFO_0006930
PGS001704,0.8793774319066148,452,514,0,0,WA L1 in tract forceps minor,EFO_0006930
PGS001705,0.8409506398537477,460,547,0,0,WA L1 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001706,0.84472049689441,272,322,0,0,WA L1 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001707,0.843687374749499,421,499,0,0,WA L1 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001708,0.8259493670886076,261,316,0,0,WA L1 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001709,0.9030390738060782,1248,1382,0,0,WA L1 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001710,0.8876404494382022,474,534,0,0,WA L1 in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001711,0.8665207877461707,396,457,0,0,WA L1 in tract superior thalamic radiation (L),EFO_0006930
PGS001712,0.8519553072625698,305,358,0,0,WA L1 in tract superior thalamic radiation (R),EFO_0006930
PGS001713,0.8208092485549133,142,173,0,0,WA L1 in tract uncinate fasciculus (L),EFO_0006930
PGS001714,0.8761329305135952,870,993,0,0,WA L2 in tract acoustic radiation (R),EFO_0006930
PGS001715,0.8176470588235294,139,170,0,0,WA L2 in tract anterior thalamic radiation (L),EFO_0006930
PGS001716,0.8517241379310345,247,290,0,0,WA L2 in tract anterior thalamic radiation (R),EFO_0006930
PGS001717,0.8170731707317073,67,82,0,0,WA L2 in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001718,0.8622950819672132,263,305,0,0,WA L2 in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001719,0.9004329004329005,832,924,0,0,WA L2 in tract forceps major,EFO_0006930
PGS001720,0.8990291262135922,926,1030,0,0,WA L2 in tract forceps minor,EFO_0006930
PGS001721,0.8437047756874095,583,691,0,0,WA L2 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001722,0.8771498771498771,714,814,0,0,WA L2 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001723,0.8635724331926864,614,711,0,0,WA L2 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001724,0.8940731399747793,709,793,0,0,WA L2 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001725,0.9108061749571184,1593,1749,0,0,WA L2 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001726,0.8916544655929722,609,683,0,0,WA L2 in tract superior thalamic radiation (L),EFO_0006930
PGS001727,0.8801128349788434,624,709,0,0,WA L2 in tract uncinate fasciculus (L),EFO_0006930
PGS001728,0.8951841359773371,632,706,0,0,WA L2 in tract uncinate fasciculus (R),EFO_0006930
PGS001729,0.8803526448362721,699,794,0,0,WA L3 in tract acoustic radiation (R),EFO_0006930
PGS001730,0.84,168,200,0,0,WA L3 in tract anterior thalamic radiation (L),EFO_0006930
PGS001731,0.8888888888888888,384,432,0,0,WA L3 in tract anterior thalamic radiation (R),EFO_0006930
PGS001732,0.8994413407821229,1449,1611,0,0,WA L3 in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001733,0.8944444444444445,966,1080,0,0,WA L3 in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001734,0.9069010416666666,1393,1536,0,0,WA L3 in tract forceps minor,EFO_0006930
PGS001735,0.8888888888888888,840,945,0,0,WA L3 in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001736,0.8854166666666666,765,864,0,0,WA L3 in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001737,0.8835690968443961,812,919,0,0,WA L3 in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001738,0.8981818181818182,741,825,0,0,WA L3 in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001739,0.9166666666666666,1727,1884,0,0,WA L3 in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001740,0.887719298245614,759,855,0,0,WA L3 in tract superior thalamic radiation (L),EFO_0006930
PGS001741,0.9019867549668874,1362,1510,0,0,WA L3 in tract superior thalamic radiation (R),EFO_0006930
PGS001742,0.8913907284768212,673,755,0,0,WA L3 in tract uncinate fasciculus (L),EFO_0006930
PGS001743,0.9007575757575758,1189,1320,0,0,WA L3 in tract uncinate fasciculus (R),EFO_0006930
PGS001744,0.8095238095238095,255,315,0,0,WA MD in tract acoustic radiation (R),EFO_0006930
PGS001745,0.8421052631578947,144,171,0,0,WA MD in tract anterior thalamic radiation (L),EFO_0006930
PGS001746,0.8682432432432432,257,296,0,0,WA MD in tract cingulate gyrus part of cingulum (L),EFO_0006930
PGS001747,0.877444589308996,673,767,0,0,WA MD in tract cingulate gyrus part of cingulum (R),EFO_0006930
PGS001748,0.8564593301435407,179,209,0,0,WA MD in tract forceps major,EFO_0006930
PGS001749,0.8883161512027491,1034,1164,0,0,WA MD in tract forceps minor,EFO_0006930
PGS001750,0.8720787207872078,709,813,0,0,WA MD in tract inferior fronto-occipital fasciculus (L),EFO_0006930
PGS001751,0.8589743589743589,603,702,0,0,WA MD in tract inferior fronto-occipital fasciculus (R),EFO_0006930
PGS001752,0.8688811188811189,497,572,0,0,WA MD in tract inferior longitudinal fasciculus (L),EFO_0006930
PGS001753,0.8943589743589744,872,975,0,0,WA MD in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001754,0.9126589275843007,1651,1809,0,0,WA MD in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001755,0.8672131147540983,529,610,0,0,WA MD in tract superior thalamic radiation (L),EFO_0006930
PGS001756,0.8125,78,96,0,0,WA MD in tract superior thalamic radiation (R),EFO_0006930
PGS001757,0.8944954128440367,780,872,0,0,WA MD in tract uncinate fasciculus (L),EFO_0006930
PGS001758,0.8983543078412392,928,1033,0,0,WA MD in tract uncinate fasciculus (R),EFO_0006930
PGS001759,0.9133986928104575,1677,1836,0,0,WA MO in tract forceps minor,EFO_0006930
PGS001760,0.8372093023255814,216,258,0,0,WA MO in tract medial lemniscus (R),EFO_0006930
PGS001761,0.7021276595744681,33,47,0,0,WA MO in tract middle cerebellar peduncle,EFO_0006930
PGS001762,0.8751733703190014,631,721,0,0,WA MO in tract posterior thalamic radiation (L),EFO_0006930
PGS001763,0.8801169590643275,301,342,0,0,WA MO in tract posterior thalamic radiation (R),EFO_0006930
PGS001764,0.8938605619146722,859,961,0,0,WA MO in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001765,0.8895405669599218,910,1023,0,0,WA MO in tract superior thalamic radiation (R),EFO_0006930
PGS001766,1.0,1,1,0,0,WA OD in tract corticospinal tract (L),EFO_0006930
PGS001767,0.873015873015873,330,378,0,0,WA OD in tract inferior longitudinal fasciculus (R),EFO_0006930
PGS001768,0.8821548821548821,262,297,0,0,WA OD in tract medial lemniscus (L),EFO_0006930
PGS001769,0.8921417565485362,1158,1298,0,0,WA OD in tract superior longitudinal fasciculus (L),EFO_0006930
PGS001770,0.8939393939393939,649,726,0,0,WA OD in tract superior longitudinal fasciculus (R),EFO_0006930
PGS001771,0.9031065088757396,1221,1352,0,0,WA OD in tract superior thalamic radiation (R),EFO_0006930
PGS001772,0.8291139240506329,131,158,0,0,ZEBRA antigen for Epstein-Barr Virus,EFO_0009273
PGS001773,0.92,23,25,0,0,Moderate-to-severe atopic dermatitis,EFO_0000274
PGS001774,1.0,12,12,0,0,Parkinson's disease,MONDO_0005180
PGS001775,1.0,39,39,0,0,Alzheimer's disease,MONDO_0004975
PGS001776,1.0,45,45,0,0,Colorectal cancer,EFO_0005842
PGS001777,1.0,3,3,0,0,Cirrhosis (alcohol related),EFO_1000802
PGS001778,1.0,15,15,0,0,Breast cancer,EFO_0000305
PGS001779,1.0,21,21,0,0,Brugada syndrome,MONDO_0015263
PGS001780,0.9995468089478629,1089554,1090048,0,0,Coronary heart disease,EFO_0001645
PGS001781,0.9999148096545394,1091580,1091673,0,0,Type 2 diabetes,MONDO_0005148
PGS001782,0.9998529483294365,883913,884043,0,0,Asthma,MONDO_0004979
PGS001783,0.999852964296338,884009,884139,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001784,0.9998277451066444,911283,911440,0,0,Abdominal aortic aneurysm,EFO_0004214
PGS001785,0.9998222386084575,911172,911334,0,0,Acute appendicitis,EFO_0007149
PGS001786,0.9999099659871507,899579,899660,0,0,Appendectomy,EFO_0600086
PGS001787,0.9998274706315454,909833,909990,0,0,Asthma,MONDO_0004979
PGS001788,0.9998263892704173,909924,910082,0,0,Chronic obstructive pulmonary disease,EFO_0000341
PGS001789,0.999826402432124,909993,910151,0,0,Gout,EFO_0004274
PGS001790,0.9998242040288041,909986,910146,0,0,Heart Failure,EFO_0003144
PGS001791,0.999823162232725,910278,910439,0,0,Idiopathic pulmonary fibrosis,EFO_0000768
PGS001792,0.999827737924648,911245,911402,0,0,Primary open-angle glaucoma,MONDO_0005041
PGS001793,0.9998307876395864,909945,910099,0,0,Stroke,EFO_0000712
PGS001794,0.9998233607105946,911301,911462,0,0,Thyroid cancer,EFO_0002892
PGS001795,0.9998223084111739,911530,911692,0,0,Uterine cancer,EFO_0002919
PGS001796,0.9998242409129806,910177,910337,0,0,Venous thromboembolism,EFO_0004286
PGS001797,0.9998509177031839,885285,885417,0,0,Primary open-angle glaucoma,EFO_0004190
PGS001798,0.9998529691189909,884038,884168,0,0,Stroke,EFO_0000712
PGS001799,0.9998497993183374,885349,885482,0,0,Thyroid cancer,EFO_0002892
PGS001800,1.0,1713430,1713430,0,0,Forced expiratory volume (FEV1),EFO_0004314
PGS001801,1.0,1232916,1232916,0,0,FEV1/FVC ratio,EFO_0004713
PGS001802,1.0,2821,2821,0,0,Colorectal cancer,EFO_0005842
PGS001803,1.0,4371,4371,0,0,Skin cancer,EFO_0009259
PGS001804,1.0,2984,2984,0,0,Breast cancer [female],EFO_0000305
PGS001805,1.0,2579,2579,0,0,Cancer of prostate,EFO_0001663
PGS001806,1.0,231,231,0,0,Malignant neoplasm of testis,EFO_0004281
PGS001807,1.0,291,291,0,0,Cancer of bladder,MONDO_0004986
PGS001808,1.0,117,117,0,0,Cancer of brain,MONDO_0001657
PGS001809,1.0,111,111,0,0,Thyroid cancer,EFO_0002892
PGS001810,1.0,67,67,0,0,Polycythemia vera,EFO_0002429
PGS001811,1.0,2231,2231,0,0,Benign neoplasm of colon,MONDO_0002278
PGS001812,1.0,801,801,0,0,Benign neoplasm of other parts of digestive system,MONDO_0000385
PGS001813,1.0,1308,1308,0,0,Benign neoplasm of uterus,MONDO_0000632
PGS001814,1.0,322,322,0,0,Nontoxic multinodular goiter,MONDO_0000334
PGS001815,1.0,280,280,0,0,Thyrotoxicosis with or without goiter,EFO_0009190
PGS001816,1.0,11130,11130,0,0,Hypothyroidism,EFO_0004705
PGS001817,1.0,825,825,0,0,Type 1 diabetes,MONDO_0005147
PGS001818,1.0,30745,30745,0,0,Type 2 diabetes,MONDO_0005148
PGS001819,1.0,249,249,0,0,Diabetic retinopathy,EFO_0003770
PGS001820,1.0,187,187,0,0,Hypoglycemia,HP_0001943
